,Type of person,2/2/16 0:00,2/2/16 0:01,2/2/16 0:02,2/2/16 0:03,2/2/16 0:04,2/2/16 0:05,2/2/16 0:06,2/2/16 0:07,2/2/16 0:08,2/2/16 0:09,2/2/16 0:10,2/2/16 0:11,2/2/16 0:12,2/2/16 0:13,2/2/16 0:14,2/2/16 0:15,2/2/16 0:16,2/2/16 0:17,2/2/16 0:18,2/2/16 0:19,2/2/16 0:20,2/2/16 0:21,2/2/16 0:22,2/2/16 0:23,2/2/16 0:24,2/2/16 0:25,2/2/16 0:26,2/2/16 0:27,2/2/16 0:28,2/2/16 0:29,2/2/16 0:30,2/2/16 0:31,2/2/16 0:32,2/2/16 0:33,2/2/16 0:34,2/2/16 0:35,2/2/16 0:36,2/2/16 0:37,2/2/16 0:38,2/2/16 0:39,2/2/16 0:40,2/2/16 0:41,2/2/16 0:42,2/2/16 0:43,2/2/16 0:44,2/2/16 0:45,2/2/16 0:46,2/2/16 0:47,2/2/16 0:48,2/2/16 0:49,2/2/16 0:50,2/2/16 0:51,2/2/16 0:52,2/2/16 0:53,2/2/16 0:54,2/2/16 0:55,2/2/16 0:56,2/2/16 0:57,2/2/16 0:58,2/2/16 0:59,2/2/16 1:00,2/2/16 1:01,2/2/16 1:02,2/2/16 1:03,2/2/16 1:04,2/2/16 1:05,2/2/16 1:06,2/2/16 1:07,2/2/16 1:08,2/2/16 1:09,2/2/16 1:10,2/2/16 1:11,2/2/16 1:12,2/2/16 1:13,2/2/16 1:14,2/2/16 1:15,2/2/16 1:16,2/2/16 1:17,2/2/16 1:18,2/2/16 1:19,2/2/16 1:20,2/2/16 1:21,2/2/16 1:22,2/2/16 1:23,2/2/16 1:24,2/2/16 1:25,2/2/16 1:26,2/2/16 1:27,2/2/16 1:28,2/2/16 1:29,2/2/16 1:30,2/2/16 1:31,2/2/16 1:32,2/2/16 1:33,2/2/16 1:34,2/2/16 1:35,2/2/16 1:36,2/2/16 1:37,2/2/16 1:38,2/2/16 1:39,2/2/16 1:40,2/2/16 1:41,2/2/16 1:42,2/2/16 1:43,2/2/16 1:44,2/2/16 1:45,2/2/16 1:46,2/2/16 1:47,2/2/16 1:48,2/2/16 1:49,2/2/16 1:50,2/2/16 1:51,2/2/16 1:52,2/2/16 1:53,2/2/16 1:54,2/2/16 1:55,2/2/16 1:56,2/2/16 1:57,2/2/16 1:58,2/2/16 1:59,2/2/16 2:00,2/2/16 2:01,2/2/16 2:02,2/2/16 2:03,2/2/16 2:04,2/2/16 2:05,2/2/16 2:06,2/2/16 2:07,2/2/16 2:08,2/2/16 2:09,2/2/16 2:10,2/2/16 2:11,2/2/16 2:12,2/2/16 2:13,2/2/16 2:14,2/2/16 2:15,2/2/16 2:16,2/2/16 2:17,2/2/16 2:18,2/2/16 2:19,2/2/16 2:20,2/2/16 2:21,2/2/16 2:22,2/2/16 2:23,2/2/16 2:24,2/2/16 2:25,2/2/16 2:26,2/2/16 2:27,2/2/16 2:28,2/2/16 2:29,2/2/16 2:30,2/2/16 2:31,2/2/16 2:32,2/2/16 2:33,2/2/16 2:34,2/2/16 2:35,2/2/16 2:36,2/2/16 2:37,2/2/16 2:38,2/2/16 2:39,2/2/16 2:40,2/2/16 2:41,2/2/16 2:42,2/2/16 2:43,2/2/16 2:44,2/2/16 2:45,2/2/16 2:46,2/2/16 2:47,2/2/16 2:48,2/2/16 2:49,2/2/16 2:50,2/2/16 2:51,2/2/16 2:52,2/2/16 2:53,2/2/16 2:54,2/2/16 2:55,2/2/16 2:56,2/2/16 2:57,2/2/16 2:58,2/2/16 2:59,2/2/16 3:00,2/2/16 3:01,2/2/16 3:02,2/2/16 3:03,2/2/16 3:04,2/2/16 3:05,2/2/16 3:06,2/2/16 3:07,2/2/16 3:08,2/2/16 3:09,2/2/16 3:10,2/2/16 3:11,2/2/16 3:12,2/2/16 3:13,2/2/16 3:14,2/2/16 3:15,2/2/16 3:16,2/2/16 3:17,2/2/16 3:18,2/2/16 3:19,2/2/16 3:20,2/2/16 3:21,2/2/16 3:22,2/2/16 3:23,2/2/16 3:24,2/2/16 3:25,2/2/16 3:26,2/2/16 3:27,2/2/16 3:28,2/2/16 3:29,2/2/16 3:30,2/2/16 3:31,2/2/16 3:32,2/2/16 3:33,2/2/16 3:34,2/2/16 3:35,2/2/16 3:36,2/2/16 3:37,2/2/16 3:38,2/2/16 3:39,2/2/16 3:40,2/2/16 3:41,2/2/16 3:42,2/2/16 3:43,2/2/16 3:44,2/2/16 3:45,2/2/16 3:46,2/2/16 3:47,2/2/16 3:48,2/2/16 3:49,2/2/16 3:50,2/2/16 3:51,2/2/16 3:52,2/2/16 3:53,2/2/16 3:54,2/2/16 3:55,2/2/16 3:56,2/2/16 3:57,2/2/16 3:58,2/2/16 3:59
Vernon Davis,broncos,0,0.649833283,0.661262366,1.321703423,0.662928653,0.663086458,1.336503314,2.011069401,0.6828061,1.363989639,1.377282469,1.390575298,0.691687436,0.694854051,2.110686161,1.409175893,1.409175893,0.707503899,1.431464988,1.444790341,1.458115684,1.471441036,0.741474677,0.741474677,0.745689695,0.745877617,0.751237813,0.750600761,1.518933518,0.760931206,1.162657031,1.564382855,0.80023407,0.80023407,0.799821829,0.806833149,1.627820841,2.448808523,0.814325413,0.817536305,0.820747196,0.826635671,0.831060376,0.840530558,0.845359549,0.85018853,1.722801732,0.876986707,0.878775557,0.880564408,0.882353258,0.884142108,1.767756127,0.88946461,0.907281513,1.83821248,2.770303881,1.86153473,0.94196871,0.947303041,0.952637372,0.950114383,1.433023127,1.915931871,0.999728741,0.999728741,0.999728741,0.999728741,0.999728741,0.988212544,1.008200024,1.012908686,1.017617339,1.022325992,1.031549494,1.040772996,1.052220358,1.596743593,2.141266828,1.078091975,1.078091975,1.092808049,1.094019892,2.203797565,1.112930849,1.119023404,1.125115968,1.131208523,3.436102832,2.306832185,2.310405614,2.320623896,1.177668796,1.187056344,1.196443892,2.405162906,2.420989607,2.436816298,2.441968399,2.457014317,1.260739897,1.260739897,1.260739897,1.271862633,1.28298537,1.294108115,1.307164579,3.298243981,5.289323393,5.323139747,1.333013873,6.67192448,2.682185247,1.357100106,1.374031723,1.390963332,1.392886271,2.778213623,1.420738989,2.845105733,1.443299332,1.443299332,1.454776793,1.466254244,1.477731695,1.48156906,1.501568653,1.521568236,1.54156782,1.544994648,1.548421477,1.551848306,1.559328958,1.56680961,1.574290262,1.598496217,2.14990247,2.701308732,3.252714984,1.650275346,1.650275346,1.672481855,3.36552725,1.713699239,1.713699239,1.713699239,1.729941828,1.746184416,1.762427005,1.776909989,5.364142633,1.830803627,1.830803627,1.830803627,0,0,0,0,0,1.922172882,2.320475988,2.718779084,3.11708219,3.515385296,3.913688392,2.007829178,2.007829178,0,0,0,0,0,0,0,0,0,0,0,0,0,2.208963323,2.226286024,2.243608725,2.260931426,2.278254126,0,0,0,0,0,4.651162794,2.326666889,2.349512771,2.372358653,2.395779856,2.419201059,0,0,0,0,0,0,0,0,0,2.569084563,3.85886417,5.148643777,2.638509607,2.638509607,0,0,0,0,0,0,0,2.709076154,2.731815233,2.736867576,2.760577652,2.784287738,2.807997814,2.831707899,5.71726192,2.83467428,4.295514438,5.756354605,2.905638975,3.888071695,4.870504415,5.852937144,0,0,0,0,0,0,0,0
Lorenzo Doss,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ferentz,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112930849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216926159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennie Fowler,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745689695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2209842,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341092624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Garcia,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70356205,0,0,0,0,0,0,0,0,0,0,0,0.751237813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882025971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316815239,0,0,0,0,0,1.357100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.835771792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153854774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912967193,0,0,0,0,0,0,0
Virgil Green,broncos,0,1.299666566,0,0,0,0,0,0,0,0,0,0,0,0,0.70356205,0,0,0,0,0,0,0,0,0,0,0,0.751237813,0,0,0,0,0,0,0,0,0,0,0,0.814325413,0.816938395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080046785,1.084704484,1.089362193,1.094019892,1.103557081,1.11309426,1.122631449,1.132168629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.065472392,1.574290262,1.574290262,1.574290262,1.574290262,1.574290262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804742989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Harris,broncos,0,0,1.322524732,0.660851716,1.325857306,1.335796034,1.345734753,1.355673471,1.36561219,1.363989639,0.689994261,0.695287649,0.694854051,0.694854051,0.698016518,0.701178975,0.704341442,0.707503899,1.074226813,1.440949718,0.73558909,0.73558909,0.73558909,0.741474677,0.744729059,0.747983431,0.751237813,1.135085666,1.518933518,0.769100168,0.769100168,0.782191427,0.791212744,0.80023407,0.799821829,0.806833149,1.080772372,1.354711594,1.628650816,0.826635671,0.826635671,0.826635671,0.831060376,0.836876143,0.842691919,1.14645242,1.450212912,1.753973414,0.882025971,0.895029179,0.887772089,1.119469825,1.351167553,1.58286529,1.814563017,0.919106235,0.92343463,0.930767365,0.938438213,0.946109069,1.905274744,0.966007447,0.966007447,0.966007447,0.966007447,0.974616181,0.981809817,1.983461658,1.008200024,1.008200024,1.008200024,1.014548654,1.020897293,1.027245923,1.033594552,1.04290746,1.052220358,0,0,0,0,0,1.094019892,1.103557081,1.11309426,1.122631449,1.132168629,0,0,0,0,0,0,0,0,0,0,0,1.2209842,2.457014317,0,0,0,0,0,0,0,1.316815239,0,0,0,0,0,0,2.72521228,1.390963332,1.392886271,1.389106811,0,0,0,0,0,0,0,0,1.519189347,1.525721144,1.532252932,1.53878472,1.545316518,1.551848306,2.348384764,3.144921213,1.598496217,1.598496217,1.607877609,1.617259011,1.626640412,1.636021805,0,0,0,0,0,0,1.714629995,0,0,0,0,0,0,0,0,0,0,0,0,0,1.909384749,0,0,0,0,0,0,0,0,0,0,0,2.075865822,2.096381372,2.116896913,2.137412463,2.157928004,2.170686833,2.183445663,2.196204493,2.208963323,2.216926159,0,0,0,0,0,2.295148485,2.305292789,2.315437093,2.325581397,2.344305331,2.363029266,2.381753191,2.400477125,2.419201059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.709076154,0,0,0,0,0,0,2.85863096,2.871955271,2.885279582,2.878177303,0,0,0,0,0,0,3.013340831,0,0,0,0,0
Ryan Harris,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950114383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217421453,0,0,0,0,0,0,0,0,0,0,1.316815239,0,0,0,0,0,0,0,0,0,0,0,0,1.435380896,1.44665529,1.457929684,1.469204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.132083975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815461286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Heuerman,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Hillman,broncos,0,0,0.661262366,0.660851716,0.665242591,0.669633466,0.674024341,0.678415215,0.6828061,0.686400176,0.689994261,0.690840848,0.691687436,0,0,0,0,0,0,0,0,0,0,1.482949363,0,0,0,0,0,1.521862413,0,0,0,0,0,0,0,0,0,0.816938395,0.821645722,0.826353049,0.831060376,0.840530558,0,0,0,0,0,0,0,0,0,0,0,1.83821248,0.930767365,0.930767365,1.411492747,1.892218139,0.952637372,1.438983619,1.925329856,2.411676102,2.898022349,0.974616181,1.963619633,0,0,0,0,0,0,0,0,1.040772996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.155202812,1.160311943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333013873,1.334384894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547487047,1.554187853,1.560888659,1.567589456,1.574290262,1.598496217,0,0,0,0,0,0,0,0,1.71335822,0,0,0,0,0,0,0,1.804742989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06554354,0,0,0,0,0,0,0,0,0,2.216926159,2.245200731,0,0,0,0,0,2.304474728,0,0,0,0,0,0,0,0,0,0,2.465745956,0,0,0,0,0,0,0,0,0,0,0,2.658357495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Jackson,broncos,0,0,0,0,0.662928653,0,0,0,0,0,0,0.695287649,0.694854051,0.694854051,0.842176237,0.989498432,1.136820617,1.284142803,1.431464988,0,0,0,0,0,0,0,0,0.750600761,0,0,0,0,0,0,0,0,0,0,0.814325413,0,0,0,0,0,0.842691919,0.854123512,0.865555114,0.876986707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094019892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,1.404531509,1.419956198,1.435380896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.924477321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.394188342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiloh Keo,broncos,0.651585822,0.654674453,0.657763085,0.660851716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720474859,0.726621521,0,0,0,0,0,1.502475627,0.759466764,0.759466764,0,0,0,0,0,1.599643658,0,0,0,0,0,0,0,0,0,0.842691919,0,0,0,0,0,0,0,0,0,0.907281513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078091975,1.092808049,1.099515646,1.106223252,1.112930849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390963332,0,0,0,0,0,0,0,0,0,0,0,0,1.54156782,0,0,0,0,0,0,0,0,0,0,0,1.650275346,0,0,0,0,0,1.714629995,1.73538999,1.756149985,1.776909989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.007829178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.569084563,0,0,0,0,0,2.658357495,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83467428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Kilgo,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Latimer,broncos,0,0,0,0,0.662928653,0.663086458,0,0,0,0,0,0,0,0,0,0,0.704587942,0.707503899,0,0,0,0,0,0,0.745689695,0.74846375,0.751237813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919106235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008200024,1.00980171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551848306,0,0,0,0,0,0,0,0,0,0,1.68276362,0,0,0,0,0,1.762427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.208963323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511650105,2.53161493,2.551579756,2.571544571,2.591509396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Manning,broncos,21.50233211,21.44449841,22.48292043,19.82555138,20.55078832,20.5556803,21.38405297,20.78105047,30.04346822,20.45984453,24.14979915,20.85862945,24.90074774,22.93018376,21.10686162,19.69900583,30.29728162,22.64012486,32.20796225,29.53946928,31.97134694,33.84314385,22.06767275,25.95161379,20.13362173,25.35983902,18.78094533,18.76501892,14.42986845,20.54514251,23.8421053,14.86163711,21.32967847,21.60631982,24.79447672,15.32982983,17.09877533,19.59046822,17.91515899,22.05733674,27.08465758,47.94486903,28.25605271,27.73750845,20.22460611,22.10490189,21.53502163,18.41672082,16.75849338,20.58567105,22.1943023,28.29254737,15.02592709,22.23661528,25.4038823,29.41139962,37.86081975,27.92302091,22.60724912,22.70661767,26.67384644,29.45354599,26.60560498,23.94914842,20.28615643,24.36540461,21.599816,22.80980904,26.99267602,24.70531368,30.2460008,22.21563761,30.6314248,18.40186788,23.77267468,18.73391402,16.83552575,21.12349503,37.47216944,22.68098242,31.26466741,21.85616097,21.8803979,15.42658297,15.58103189,16.82365068,14.71819218,19.23054488,21.76198459,25.37515407,28.88007024,27.84748672,20.02036955,24.86678689,29.91109739,12.02581453,24.34842916,20.71293855,18.31476298,19.65611452,18.63304874,26.29144655,28.99701757,20.26978474,20.47547342,21.99983794,18.30030409,23.70267427,34.38060205,19.96177404,23.99424963,24.01892811,25.48075989,20.35650162,21.80169823,27.81926664,26.46483924,19.44749534,36.93921365,17.07063443,22.96609435,24.53608868,30.5148263,17.6304489,25.12143888,26.66824312,19.74946153,21.2260911,21.58194952,21.45830675,34.04471506,23.27772465,29.48608416,29.87675152,23.61435397,27.17443568,30.42123249,28.94096328,19.51628993,26.17634889,23.10385489,26.75970964,15.14487262,18.69474986,25.7003733,30.84658637,20.57555992,27.85772551,28.19883206,35.53819975,25.03266562,25.0534773,25.26640178,20.13883987,22.26664109,11.01463073,22.38196912,16.93152416,30.46049765,9.61086442,26.73138649,26.94268248,13.4721625,19.72658397,15.65475358,19.95056082,24.09395014,15.94768298,18.18845427,32.6795091,16.47010888,28.91760954,26.98625571,16.70394891,23.31801615,21.32083976,25.89513609,30.15396691,13.05974935,11.00196347,11.0448166,19.95233541,15.7164051,27.01349182,25.0607954,27.22900951,15.99549102,16.06603941,11.52237363,23.12351734,20.93023256,30.24666954,43.0040725,21.35122792,28.73026007,24.1920106,14.42639792,24.44111028,12.33097705,22.19171364,14.96079336,22.4099201,32.51692717,17.70787457,20.09320087,25.69084561,25.77825322,15.44593134,25.91509394,18.46956724,31.33648472,29.2419324,29.2189686,37.7747139,13.44882314,10.79031614,10.82361102,18.96353308,21.85452187,13.68433786,13.79275076,13.91883228,5.630922581,25.48537107,34.30357152,11.33869712,17.3116775,5.756354605,17.43383384,26.12109957,23.50981813,17.55881142,20.39077035,20.91240667,6.026681662,9.066850911,30.24793278,18.31370053,21.25978439,12.29751377
Brandon Marshall,broncos,0,0,0,0,0,0.663086458,0.94446573,1.225844993,1.507224257,1.78860352,2.069982783,0,0,0,0,0,0,0,0,1.440949718,0,0,0,0,0,0,0,0.750600761,0.758498427,0.766396094,0.774293761,0.782191427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895029179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974616181,0.982987034,0.991357888,0.999728741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101898787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2209842,0,0,0,0,0,1.279717094,0,0,0,0,0,0,0,0,0,0,1.390963332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.656269875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Mathis,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831060376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033594552,1.04290746,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160311943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,1.402654939,1.416203077,1.429751204,1.443299332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.119819651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581397,2.35734827,2.389115134,2.400114313,2.411113491,2.42211267,2.433111848,2.444111027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83467428,2.885279582,2.895459278,2.905638975,0,0,0,0,0,0,0,0,0,0,0
